No.,Country,Customer Name,Delivery Year ,Engine,Model Series,Order Month,Order Year,Region,Delivery Total,Order Total,Unfilled Orders
7497,USA,International Lease Finance Co,1995,PW,767-300ER,Dec,1992,North America,1,1,
7498,USA,International Lease Finance Co,1995,PW,MD-11,Dec,1988,North America,1,1,
7499,USA,International Lease Finance Co,1995,RR,757-200,Dec,1992,North America,2,2,
7500,USA,International Lease Finance Co,1996,CF,737-300,Dec,1992,North America,1,1,
7501,USA,International Lease Finance Co,1996,CF,737-500,Dec,1992,North America,2,2,
7502,USA,International Lease Finance Co,1996,GE,747-400,Dec,1992,North America,1,1,
7503,USA,International Lease Finance Co,1996,GE,767-300ER,Dec,1992,North America,2,2,
7504,USA,International Lease Finance Co,1996,GE,767-300ER,Dec,1993,North America,1,1,
7505,USA,International Lease Finance Co,1996,PW,757-200,Dec,1992,North America,4,4,
7506,USA,International Lease Finance Co,1996,PW,767-300ER,Dec,1994,North America,1,1,
7507,USA,International Lease Finance Co,1996,RR,757-200,Dec,1992,North America,3,3,
7508,USA,International Lease Finance Co,1997,CF,737-300,Dec,1992,North America,1,1,
7509,USA,International Lease Finance Co,1997,CF,737-400,Dec,1992,North America,4,4,
7510,USA,International Lease Finance Co,1997,CF,737-500,Dec,1992,North America,3,3,
7511,USA,International Lease Finance Co,1997,GE,767-300ER,Dec,1992,North America,4,4,
7512,USA,International Lease Finance Co,1997,PW,757-200,Dec,1992,North America,4,4,
7513,USA,International Lease Finance Co,1997,PW,757-200,Dec,1993,North America,4,4,
7514,USA,International Lease Finance Co,1997,PW,767-300ER,Dec,1992,North America,1,1,
7515,USA,International Lease Finance Co,1997,RR,757-200,Dec,1992,North America,4,4,
7516,USA,International Lease Finance Co,1998,CF,737-300,Dec,1992,North America,1,1,
7517,USA,International Lease Finance Co,1998,CF,737-500,Dec,1992,North America,1,1,
7518,USA,International Lease Finance Co,1998,GE,747-400,Dec,1992,North America,1,1,
7519,USA,International Lease Finance Co,1998,GE,767-300ER,Dec,1992,North America,1,1,
7520,USA,International Lease Finance Co,1998,GE,777-200ER,Dec,1992,North America,4,4,
7521,USA,International Lease Finance Co,1998,PW,757-200,Dec,1992,North America,1,1,
7522,USA,International Lease Finance Co,1998,PW,757-200,Dec,1997,North America,2,2,
7523,USA,International Lease Finance Co,1998,PW,767-300ER,Dec,1992,North America,2,2,
7524,USA,International Lease Finance Co,1998,RR,757-200,Dec,1993,North America,1,1,
7525,USA,International Lease Finance Co,1999,GE,767-300ER,Dec,1996,North America,1,1,
7526,USA,International Lease Finance Co,1999,PW,757-200,Dec,1997,North America,1,1,
7527,USA,International Lease Finance Co,1999,RR,757-200,Dec,1992,North America,1,1,
7528,USA,International Lease Finance Co,2000,CF,737-700,Dec,1999,North America,1,1,
7529,USA,International Lease Finance Co,2000,GE,767-300ER,Dec,1998,North America,1,1,
7530,USA,International Lease Finance Co,2000,RR,757-200,Dec,1998,North America,1,1,
7531,USA,International Lease Finance Co,2001,CF,737-700,Dec,1999,North America,1,1,
7532,USA,International Lease Finance Co,2001,CF,737-800,Dec,1999,North America,7,7,
7533,USA,International Lease Finance Co,2002,CF,737-700,Dec,1999,North America,6,6,
7534,USA,International Lease Finance Co,2002,CF,737-800,Dec,1999,North America,5,5,
7535,USA,International Lease Finance Co,2003,CF,737-700,Dec,1999,North America,6,6,
7536,USA,International Lease Finance Co,2003,CF,737-800,Dec,1999,North America,6,6,
7537,USA,International Lease Finance Co,2004,CF,737-700,Dec,1999,North America,4,4,
7538,USA,International Lease Finance Co,2004,CF,737-800,Dec,1999,North America,7,7,
7539,USA,International Lease Finance Co,2005,CF,737-800,Dec,1999,North America,4,4,
7540,USA,Itel Air,1979,PW,737-200,Jan,1979,North America,1,1,
7541,USA,Itel Air,1979,PW,737-200,Nov,1978,North America,1,1,
7542,USA,Itel Air,1979,PW,737-200,Nov,1979,North America,2,2,
7543,USA,Itel Air,1979,PW,727,Dec,1979,North America,2,2,
7544,USA,Jackson Square Aviation,2014,CF,737-800,Jan,2014,North America,3,3,
7545,USA,Jackson Square Aviation,2021,CF,737 MAX,Feb,2021,North America,4,4,
7546,USA,Jackson Square Aviation,,CF,737 MAX,Jun,2018,North America,0,30,22
7547,USA,Jet America Airlines,1981,PW,MD-80,Jan,1980,North America,1,1,
7548,USA,Jet America Airlines,,NS,MD-80,Aug,1984,North America,0,2,
7549,USA,Jet America Airlines,1986,PW,MD-80,Aug,1984,North America,2,2,
7550,USA,Jet America Airlines,1983,PW,MD-80,Dec,1981,North America,1,1,
7551,USA,Jet America Airlines,1987,PW,MD-80,Dec,1987,North America,2,2,
7552,USA,KE Aircraft Leasing,1992,RR,757-200,Apr,1988,North America,2,2,
7553,USA,Korean Air Force Peace Eye,2009,CF,737-700W,Jun,2005,North America,1,1,
7554,USA,Korean Air Force Peace Eye,2009,CF,737-700W,Dec,2006,North America,1,1,
7555,USA,Korean Air Force Peace Eye,2010,CF,737-700W,Dec,2006,North America,2,2,
7556,USA,Lake Central Airlines,,NS,737-200,May,1966,North America,0,3,
7557,USA,Lake Central Airlines,,PW,727,Jul,1966,North America,0,1,
7558,USA,Laker Airways (Bahamas),1972,GE,DC-10,Feb,1972,North America,2,2,
7559,USA,Laker Airways (Bahamas),1977,GE,DC-10,Feb,1977,North America,1,1,
7560,USA,Laker Airways (Bahamas),1974,GE,DC-10,Jul,1973,North America,1,1,
7561,USA,Laker Airways (Bahamas),1979,GE,DC-10,Sep,1978,North America,1,1,
7562,USA,Laker Airways (Bahamas),1980,GE,DC-10,Sep,1978,North America,4,4,
7563,USA,Laker Airways (Bahamas),1979,GE,DC-10,Dec,1977,North America,2,2,
7564,USA,M&T Aviation USA Inc,1998,CF,737-700,Dec,1996,North America,3,3,
7565,USA,M&T Aviation USA Inc,1999,CF,737-700,Dec,1996,North America,3,3,
7566,USA,M&T Aviation USA Inc,1999,CF,737-800,Dec,1996,North America,2,2,
7567,USA,M&T Aviation USA Inc,2000,CF,737-800,Dec,1996,North America,2,2,
7568,USA,M&T Aviation USA Inc,2001,CF,737-700,Dec,1999,North America,1,1,
7569,USA,M&T Aviation USA Inc,2001,CF,737-800,Dec,1999,North America,2,2,
7570,USA,M&T Aviation USA Inc,2002,CF,737-800,Dec,1999,North America,2,2,
7571,USA,MarkAir,1985,PW,737-200,Sep,1984,North America,1,1,
7572,USA,MarkAir,,PW,767-200,Dec,1980,North America,0,2,
7573,USA,MarkAir,1982,PW,737-200,Dec,1982,North America,2,2,
7574,USA,MarkAir,1984,PW,737-200,Dec,1982,North America,4,4,
7575,USA,McDonnell Douglas,1981,PW,MD-80,Jan,1980,North America,1,1,
7576,USA,McDonnell Douglas,1992,PW,MD-80,Feb,1989,North America,1,1,
7577,USA,McDonnell Douglas,1993,PW,MD-80,Jun,1993,North America,2,2,
7578,USA,McDonnell Douglas,1993,PW,MD-80,Jul,1993,North America,3,3,
7579,USA,McDonnell Douglas,1981,PW,MD-80,Aug,1978,North America,1,1,
7580,USA,McDonnell Douglas,,NS,MD-80,Dec,1982,North America,0,1,
7581,USA,Miami Air,2006,CF,737-800,Dec,2004,North America,1,1,
7582,USA,"Midwest Airlines, Inc.",2003,BR,717-200,Apr,2002,North America,11,11,
7583,USA,"Midwest Airlines, Inc.",2004,BR,717-200,Apr,2002,North America,6,6,
7584,USA,"Midwest Airlines, Inc.",2005,BR,717-200,Apr,2002,North America,5,5,
7585,USA,"Midwest Airlines, Inc.",2006,BR,717-200,Apr,2002,North America,3,3,
7586,USA,Mohawk Airlines,,PW,727,Mar,1969,North America,0,3,
7587,USA,NAS Aviation Services LLC,,NS,777-200,Jan,1996,North America,0,5,
7588,USA,NAS Aviation Services LLC,1996,CF,737-300,Jan,1996,North America,1,1,
7589,USA,NAS Aviation Services LLC,1996,CF,737-400,Jan,1996,North America,3,3,
7590,USA,NAS Aviation Services LLC,1996,GE,767-300ER,Jan,1996,North America,1,1,
7591,USA,NAS Aviation Services LLC,1997,CF,737-300,Jan,1996,North America,16,16,
7592,USA,NAS Aviation Services LLC,1997,CF,737-400,Jan,1996,North America,2,2,
7593,USA,NAS Aviation Services LLC,1997,CF,737-500,Jan,1996,North America,1,1,
7594,USA,NAS Aviation Services LLC,1998,CF,737-300,Jan,1996,North America,11,11,
7595,USA,NAS Aviation Services LLC,1998,CF,737-700,Jan,1996,North America,5,5,
7596,USA,NAS Aviation Services LLC,1998,CF,737-800,Jan,1996,North America,4,4,
7597,USA,NAS Aviation Services LLC,1999,CF,737-300,Jan,1996,North America,7,7,
7598,USA,NAS Aviation Services LLC,1999,CF,737-600,Jan,1996,North America,1,1,
7599,USA,NAS Aviation Services LLC,1999,CF,737-700,Jan,1996,North America,3,3,
7600,USA,NAS Aviation Services LLC,1999,CF,737-800,Jan,1996,North America,6,6,
7601,USA,NAS Aviation Services LLC,2000,CF,737-700,Jan,1996,North America,3,3,
7602,USA,NAS Aviation Services LLC,2000,CF,737-800,Jan,1996,North America,15,15,
7603,USA,NAS Aviation Services LLC,2001,CF,737-600,Jan,1996,North America,3,3,
7604,USA,NAS Aviation Services LLC,2001,CF,737-700,Jan,1996,North America,4,4,
7605,USA,NAS Aviation Services LLC,2001,CF,737-700,Jan,1998,North America,2,2,
7606,USA,NAS Aviation Services LLC,2001,CF,737-800,Jan,1996,North America,11,11,
7607,USA,NAS Aviation Services LLC,2002,CF,737-700,Jan,1996,North America,2,2,
7608,USA,NAS Aviation Services LLC,2002,CF,737-700,Jan,1999,North America,1,1,
7609,USA,NAS Aviation Services LLC,2002,CF,737-700,Jan,2001,North America,1,1,
7610,USA,NAS Aviation Services LLC,2002,CF,737-800,Jan,1996,North America,2,2,
7611,USA,NAS Aviation Services LLC,2002,CF,737-800,Jan,2001,North America,2,2,
7612,USA,NAS Aviation Services LLC,2001,CF,737-700,Mar,2000,North America,2,2,
7613,USA,NAS Aviation Services LLC,2001,CF,737-800,Mar,2000,North America,1,1,
7614,USA,NAS Aviation Services LLC,2002,CF,737-700,Mar,1999,North America,1,1,
7615,USA,NAS Aviation Services LLC,2002,CF,737-700,Mar,2001,North America,1,1,
7616,USA,NAS Aviation Services LLC,2002,CF,737-800,Mar,2001,North America,1,1,
7617,USA,NAS Aviation Services LLC,2004,CF,737-700,Mar,2002,North America,1,1,
7618,USA,NAS Aviation Services LLC,2004,CF,737-800,Mar,2002,North America,1,1,
7619,USA,NAS Aviation Services LLC,2005,CF,737-800,Mar,2004,North America,4,4,
7620,USA,NAS Aviation Services LLC,2006,CF,737-800,Mar,2004,North America,8,8,
7621,USA,NAS Aviation Services LLC,2008,CF,737-800,Mar,2006,North America,7,7,
7622,USA,NAS Aviation Services LLC,2008,CF,737-900ER,Mar,2006,North America,1,1,
7623,USA,NAS Aviation Services LLC,2009,CF,737-800,Mar,2006,North America,15,15,
7624,USA,NAS Aviation Services LLC,2010,CF,737-800,Mar,2006,North America,5,5,
7625,USA,NAS Aviation Services LLC,2012,GE,777F,Mar,2011,North America,2,2,
7626,USA,NAS Aviation Services LLC,2013,GE,777-300ER,Mar,2011,North America,1,1,
7627,USA,NAS Aviation Services LLC,2014,CF,737-800,Mar,2006,North America,2,2,
7628,USA,NAS Aviation Services LLC,2014,GE,777-300ER,Mar,2011,North America,5,5,
7629,USA,NAS Aviation Services LLC,2015,CF,737-800,Mar,2013,North America,4,4,
7630,USA,NAS Aviation Services LLC,2015,GE,777-300ER,Mar,2011,North America,1,1,
7631,USA,NAS Aviation Services LLC,2016,CF,737-800,Mar,2014,North America,5,5,
7632,USA,NAS Aviation Services LLC,2016,GE,777-300ER,Mar,2011,North America,1,1,
7633,USA,NAS Aviation Services LLC,2017,CF,737-800,Mar,2015,North America,2,2,
7634,USA,NAS Aviation Services LLC,2018,CF,737 MAX,Mar,2018,North America,2,2,
7635,USA,NAS Aviation Services LLC,2000,CF,737-800,Apr,1999,North America,1,1,
7636,USA,NAS Aviation Services LLC,2001,CF,737-700,Apr,2000,North America,1,1,
7637,USA,NAS Aviation Services LLC,2001,CF,737-800,Apr,2000,North America,1,1,
7638,USA,NAS Aviation Services LLC,2002,CF,737-700,May,2001,North America,1,1,
7639,USA,NAS Aviation Services LLC,2002,CF,737-800,May,2001,North America,1,1,
7640,USA,NAS Aviation Services LLC,2007,CF,737-700,May,2005,North America,6,6,
7641,USA,NAS Aviation Services LLC,1999,CF,737-700,Jun,1997,North America,1,1,
7642,USA,NAS Aviation Services LLC,1999,CF,737-700,Jun,1998,North America,1,1,
7643,USA,NAS Aviation Services LLC,2001,CF,737-700,Jun,2000,North America,1,1,
7644,USA,NAS Aviation Services LLC,2001,RR,757-200,Jun,2000,North America,4,4,
7645,USA,NAS Aviation Services LLC,2005,GE,777-300ER,Jun,2003,North America,1,1,
7646,USA,NAS Aviation Services LLC,2006,CF,737-800,Jun,2005,North America,2,2,
7647,USA,NAS Aviation Services LLC,2006,GE,777-300ER,Jun,2003,North America,1,1,
7648,USA,NAS Aviation Services LLC,2007,CF,737-700,Jun,2005,North America,1,1,
7649,USA,NAS Aviation Services LLC,2007,CF,737-800,Jun,2005,North America,11,11,
7650,USA,NAS Aviation Services LLC,2007,GE,777-300ER,Jun,2003,North America,2,2,
7651,USA,NAS Aviation Services LLC,2008,CF,737-800,Jun,2005,North America,3,3,
7652,USA,NAS Aviation Services LLC,2008,CF,737-900ER,Jun,2005,North America,3,3,
7653,USA,NAS Aviation Services LLC,2010,GE,777-300ER,Jun,2007,North America,6,6,
7654,USA,NAS Aviation Services LLC,,GE,747-8F,Jul,2011,North America,0,2,
7655,USA,NAS Aviation Services LLC,2011,GE,777-300ER,Jul,2008,North America,2,2,
7656,USA,NAS Aviation Services LLC,2013,CF,737-800,Jul,2010,North America,21,21,
7657,USA,NAS Aviation Services LLC,2013,GE,777-300ER,Jul,2011,North America,1,1,
7658,USA,NAS Aviation Services LLC,2014,CF,737-800,Jul,2010,North America,19,19,
7659,USA,NAS Aviation Services LLC,2014,GE,777-300ER,Jul,2011,North America,2,2,
7660,USA,NAS Aviation Services LLC,2015,GE,777-300ER,Jul,2011,North America,2,2,
7661,USA,NAS Aviation Services LLC,2016,GE,777-300ER,Jul,2011,North America,1,1,
7662,USA,NAS Aviation Services LLC,2017,GE,777-300ER,Jul,2011,North America,2,2,
7663,USA,NAS Aviation Services LLC,1995,GE,767-300ER,Aug,1995,North America,2,2,
7664,USA,NAS Aviation Services LLC,2001,CF,737-700,Aug,2000,North America,4,4,
7665,USA,NAS Aviation Services LLC,2002,CF,737-700,Aug,2001,North America,3,3,
7666,USA,NAS Aviation Services LLC,,CF,737 MAX,Sep,2012,North America,0,25,
7667,USA,NAS Aviation Services LLC,,GE,777-300ER,Sep,2000,North America,0,1,
7668,USA,NAS Aviation Services LLC,,GE,787-9,Sep,2013,North America,0,3,
7669,USA,NAS Aviation Services LLC,,NS,787-9,Sep,2013,North America,0,1,
7670,USA,NAS Aviation Services LLC,1999,GE,767-300ER,Sep,1998,North America,11,11,
7671,USA,NAS Aviation Services LLC,2002,CF,737-700,Sep,2000,North America,3,3,
7672,USA,NAS Aviation Services LLC,2002,CF,737-800,Sep,2000,North America,4,4,
7673,USA,NAS Aviation Services LLC,2002,GE,767-300ER,Sep,1998,North America,1,1,
7674,USA,NAS Aviation Services LLC,2003,CF,737-700,Sep,2000,North America,1,1,
7675,USA,NAS Aviation Services LLC,2003,GE,777-200ER,Sep,2000,North America,3,3,
7676,USA,NAS Aviation Services LLC,2004,CF,737-700,Sep,2000,North America,8,8,
7677,USA,NAS Aviation Services LLC,2004,CF,737-800,Sep,2000,North America,4,4,
7678,USA,NAS Aviation Services LLC,2004,GE,777-200ER,Sep,2000,North America,1,1,
7679,USA,NAS Aviation Services LLC,2005,CF,737-700,Sep,2000,North America,9,9,
7680,USA,NAS Aviation Services LLC,2005,CF,737-800,Sep,2000,North America,3,3,
7681,USA,NAS Aviation Services LLC,2005,GE,777-300ER,Sep,2000,North America,5,5,
7682,USA,NAS Aviation Services LLC,2006,CF,737-700,Sep,2000,North America,13,13,
7683,USA,NAS Aviation Services LLC,2006,CF,737-800,Sep,2000,North America,7,7,
7684,USA,NAS Aviation Services LLC,2006,GE,777-300ER,Sep,2000,North America,3,3,
7685,USA,NAS Aviation Services LLC,2007,CF,737-800,Sep,2000,North America,7,7,
7686,USA,NAS Aviation Services LLC,2007,GE,777-300ER,Sep,2000,North America,2,2,
7687,USA,NAS Aviation Services LLC,2015,CF,737-800,Sep,2012,North America,5,5,
7688,USA,NAS Aviation Services LLC,2016,CF,737-800,Sep,2012,North America,5,5,
7689,USA,NAS Aviation Services LLC,2016,GE,777-300ER,Sep,2014,North America,2,2,
7690,USA,NAS Aviation Services LLC,2018,CF,737 MAX,Sep,2012,North America,12,12,
7691,USA,NAS Aviation Services LLC,2019,CF,737 MAX,Sep,2012,North America,1,1,
7692,USA,NAS Aviation Services LLC,2019,GE,787-9,Sep,2013,North America,2,2,
7693,USA,NAS Aviation Services LLC,1995,GE,767-300ER,Oct,1995,North America,2,2,
7694,USA,NAS Aviation Services LLC,2002,CF,737-700,Oct,2001,North America,2,2,
7695,USA,NAS Aviation Services LLC,2002,CF,737-800,Oct,2001,North America,1,1,
7696,USA,NAS Aviation Services LLC,2007,GE,747-400ERF,Oct,2005,North America,1,1,
7697,USA,NAS Aviation Services LLC,2008,GE,747-400ERF,Oct,2005,North America,1,1,
7698,USA,NAS Aviation Services LLC,2002,CF,737-800,Nov,1996,North America,2,2,
7699,USA,NAS Aviation Services LLC,2003,CF,737-800,Nov,1996,North America,1,1,
7700,USA,NAS Aviation Services LLC,2008,GE,777-300ER,Nov,2006,North America,1,1,
7701,USA,NAS Aviation Services LLC,2009,GE,777-300ER,Nov,2006,North America,5,5,
7702,USA,NAS Aviation Services LLC,2009,GE,777F,Nov,2006,North America,2,2,
7703,USA,NAS Aviation Services LLC,2010,CF,737-800,Nov,2007,North America,6,6,
7704,USA,NAS Aviation Services LLC,2010,GE,777-300ER,Nov,2006,North America,1,1,
7705,USA,NAS Aviation Services LLC,2010,GE,777F,Nov,2006,North America,4,4,
7706,USA,NAS Aviation Services LLC,2011,CF,737-800,Nov,2007,North America,28,28,
7707,USA,NAS Aviation Services LLC,2011,GE,777-300ER,Nov,2007,North America,2,2,
7708,USA,NAS Aviation Services LLC,2011,GE,777F,Nov,2006,North America,2,2,
7709,USA,NAS Aviation Services LLC,2012,CF,737-700,Nov,2007,North America,1,1,
7710,USA,NAS Aviation Services LLC,2012,CF,737-800,Nov,2007,North America,18,18,
7711,USA,NAS Aviation Services LLC,,CF,737 MAX,Dec,2013,North America,0,6,
7712,USA,NAS Aviation Services LLC,,CF,737 MAX,Dec,2016,North America,0,57,
7713,USA,NAS Aviation Services LLC,,CF,737 MAX,Dec,2017,North America,0,3,
7714,USA,NAS Aviation Services LLC,,GE,767-300ER,Dec,1999,North America,0,4,
7715,USA,NAS Aviation Services LLC,1999,CF,737-700,Dec,1996,North America,3,3,
7716,USA,NAS Aviation Services LLC,1999,GE,747-400,Dec,1995,North America,1,1,
7717,USA,NAS Aviation Services LLC,2000,CF,737-700,Dec,1996,North America,1,1,
7718,USA,NAS Aviation Services LLC,2000,CF,737-800,Dec,1999,North America,1,1,
7719,USA,NAS Aviation Services LLC,2000,GE,747-400F,Dec,1999,North America,3,3,
7720,USA,NAS Aviation Services LLC,2000,GE,767-300ER,Dec,1999,North America,2,2,
7721,USA,NAS Aviation Services LLC,2001,CF,737-700,Dec,1999,North America,1,1,
7722,USA,NAS Aviation Services LLC,2001,CF,737-800,Dec,1999,North America,2,2,
7723,USA,NAS Aviation Services LLC,2001,GE,747-400F,Dec,1999,North America,1,1,
7724,USA,NAS Aviation Services LLC,2001,GE,767-300ER,Dec,1999,North America,8,8,
7725,USA,NAS Aviation Services LLC,2001,GE,767-300F,Dec,1999,North America,1,1,
7726,USA,NAS Aviation Services LLC,2002,GE,747-400F,Dec,1999,North America,1,1,
7727,USA,NAS Aviation Services LLC,2002,GE,767-300ER,Dec,1999,North America,1,1,
7728,USA,NAS Aviation Services LLC,2003,CF,737-600,Dec,1996,North America,3,3,
7729,USA,NAS Aviation Services LLC,2003,GE,767-300ER,Dec,1999,North America,1,1,
7730,USA,NAS Aviation Services LLC,2008,CF,737-800,Dec,2006,North America,2,2,
7731,USA,NAS Aviation Services LLC,2009,CF,737-800,Dec,2006,North America,10,10,
7732,USA,NAS Aviation Services LLC,2010,CF,737-800,Dec,2006,North America,12,12,
7733,USA,NAS Aviation Services LLC,2014,CF,737-800,Dec,2012,North America,3,3,
7734,USA,NAS Aviation Services LLC,2016,CF,737-800,Dec,2013,North America,10,10,
7735,USA,NAS Aviation Services LLC,2017,CF,737-800,Dec,2012,North America,1,1,
7736,USA,NAS Aviation Services LLC,2017,CF,737-800,Dec,2013,North America,10,10,
7737,USA,NAS Aviation Services LLC,2018,CF,737 MAX,Dec,2013,North America,6,6,
7738,USA,NAS Aviation Services LLC,2018,CF,737 MAX,Dec,2017,North America,1,1,
7739,USA,NAS Aviation Services LLC,2019,CF,737 MAX,Dec,2013,North America,3,3,
7740,USA,NASA,1973,PW,737-100,Mar,1973,North America,1,1,
7741,USA,"NEA Holdings, Inc.",1967,PW,DC-9,Apr,1966,North America,1,1,
7742,USA,"NEA Holdings, Inc.",1968,PW,727,May,1968,North America,3,3,
7743,USA,"NEA Holdings, Inc.",1968,PW,DC-9,May,1966,North America,3,3,
7744,USA,"NEA Holdings, Inc.",1966,PW,DC-9,Jul,1966,North America,1,1,
7745,USA,"NEA Holdings, Inc.",1965,PW,727,Aug,1965,North America,2,2,
7746,USA,"NEA Holdings, Inc.",1966,PW,727,Aug,1965,North America,4,4,
7747,USA,"NEA Holdings, Inc.",1967,PW,727,Aug,1965,North America,3,3,
7748,USA,"NEA Holdings, Inc.",1967,PW,DC-9,Aug,1965,North America,10,10,
7749,USA,"NEA Holdings, Inc.",1968,PW,727,Aug,1965,North America,3,3,
7750,USA,"NEA Holdings, Inc.",1969,PW,727,Aug,1968,North America,2,2,
7751,USA,"NEA Holdings, Inc.",1967,PW,727,Oct,1966,North America,2,2,
7752,USA,"NEA Holdings, Inc.",1969,PW,727,Dec,1968,North America,2,2,
7753,USA,North Central Airlines,1979,PW,DC-9,Feb,1978,North America,3,3,
7754,USA,North Central Airlines,1977,PW,DC-9,Mar,1975,North America,3,3,
7755,USA,North Central Airlines,1973,PW,DC-9,Apr,1972,North America,2,2,
7756,USA,North Central Airlines,1968,PW,DC-9,May,1966,North America,5,5,
7757,USA,North Central Airlines,1978,PW,DC-9,May,1977,North America,3,3,
7758,USA,North Central Airlines,1967,PW,DC-9,Jun,1965,North America,3,3,
7759,USA,North Central Airlines,1968,PW,DC-9,Jun,1965,North America,2,2,
7760,USA,North Central Airlines,1969,PW,DC-9,Jul,1968,North America,3,3,
7761,USA,North Central Airlines,1970,PW,DC-9,Jul,1968,North America,2,2,
7762,USA,North Central Airlines,1975,PW,DC-9,Aug,1973,North America,2,2,
7763,USA,North Central Airlines,1973,PW,DC-9,Sep,1972,North America,1,1,
7764,USA,North Central Airlines,1978,PW,DC-9,Oct,1976,North America,3,3,
7765,USA,North Central Airlines,1979,PW,DC-9,Nov,1978,North America,3,3,
7766,USA,North Central Airlines,1976,PW,DC-9,Dec,1974,North America,6,6,
7767,USA,Northwest-Merged w Delta,2002,PW,747-400,Jan,2001,North America,2,2,
7768,USA,Northwest-Merged w Delta,2002,PW,757-200,Jan,2001,North America,2,2,
7769,USA,Northwest-Merged w Delta,2002,PW,757-300,Jan,2001,North America,7,7,
7770,USA,Northwest-Merged w Delta,2003,PW,757-300,Jan,2001,North America,9,9,
7771,USA,Northwest-Merged w Delta,1964,PW,707/720,Feb,1964,North America,2,2,
7772,USA,Northwest-Merged w Delta,1964,PW,727,Feb,1964,North America,3,3,
7773,USA,Northwest-Merged w Delta,1965,PW,727,Feb,1964,North America,8,8,
7774,USA,Northwest-Merged w Delta,1966,PW,707/720,Feb,1966,North America,1,1,
7775,USA,Northwest-Merged w Delta,1967,PW,707/720,Feb,1966,North America,1,1,
7776,USA,Northwest-Merged w Delta,1967,PW,727,Feb,1966,North America,4,4,
7777,USA,Northwest-Merged w Delta,1969,PW,727,Feb,1969,North America,8,8,
7778,USA,Northwest-Merged w Delta,1979,PW,727,Feb,1979,North America,2,2,
7779,USA,Northwest-Merged w Delta,1980,PW,727,Feb,1979,North America,4,4,
7780,USA,Northwest-Merged w Delta,1980,PW,747-200,Feb,1979,North America,2,2,
7781,USA,Northwest-Merged w Delta,1961,PW,707/720,Mar,1961,North America,6,6,
7782,USA,Northwest-Merged w Delta,1965,PW,707/720,Mar,1965,North America,1,1,
7783,USA,Northwest-Merged w Delta,1967,PW,707/720,Mar,1967,North America,2,2,
7784,USA,Northwest-Merged w Delta,1968,PW,707/720,Mar,1967,North America,5,5,
7785,USA,Northwest-Merged w Delta,1971,PW,747-200,Mar,1969,North America,5,5,
7786,USA,Northwest-Merged w Delta,1979,PW,747-200,Mar,1978,North America,5,5,
7787,USA,Northwest-Merged w Delta,1980,PW,747-200,Mar,1978,North America,1,1,
7788,USA,Northwest-Merged w Delta,1966,PW,707/720,Apr,1965,North America,1,1,
7789,USA,Northwest-Merged w Delta,1966,PW,727,Apr,1965,North America,4,4,
7790,USA,Northwest-Merged w Delta,1967,PW,727,Apr,1965,North America,2,2,
7791,USA,Northwest-Merged w Delta,1973,PW,DC-10,Apr,1972,North America,1,1,
7792,USA,Northwest-Merged w Delta,1974,PW,DC-10,Apr,1972,North America,7,7,
7793,USA,Northwest-Merged w Delta,1975,PW,727,Apr,1975,North America,8,8,
7794,USA,Northwest-Merged w Delta,1963,PW,707/720,May,1963,North America,2,2,
7795,USA,Northwest-Merged w Delta,1977,PW,727,May,1976,North America,4,4,
7796,USA,Northwest-Merged w Delta,1977,PW,747-200,May,1976,North America,1,1,
7797,USA,Northwest-Merged w Delta,1983,PW,747-200,May,1983,North America,1,1,
7798,USA,Northwest-Merged w Delta,1984,PW,747-200,May,1983,North America,2,2,
7799,USA,Northwest-Merged w Delta,1963,PW,707/720,Jun,1962,North America,3,3,
7800,USA,Northwest-Merged w Delta,1963,PW,707/720,Jun,1963,North America,1,1,
7801,USA,Northwest-Merged w Delta,1981,PW,727,Jun,1980,North America,2,2,
7802,USA,Northwest-Merged w Delta,1960,PW,DC-8,Jul,1958,North America,4,4,
7803,USA,Northwest-Merged w Delta,1961,PW,DC-8,Jul,1958,North America,1,1,
7804,USA,Northwest-Merged w Delta,1965,PW,707/720,Jul,1964,North America,2,2,
7805,USA,Northwest-Merged w Delta,1966,PW,727,Jul,1964,North America,2,2,
7806,USA,Northwest-Merged w Delta,2002,PW,757-200,Jul,2001,North America,1,1,
7807,USA,Northwest-Merged w Delta,1961,PW,707/720,Aug,1961,North America,3,3,
7808,USA,Northwest-Merged w Delta,1986,PW,747-200,Aug,1985,North America,3,3,
7809,USA,Northwest-Merged w Delta,1965,PW,707/720,Sep,1964,North America,2,2,
7810,USA,Northwest-Merged w Delta,1978,PW,727,Sep,1977,North America,4,4,
7811,USA,Northwest-Merged w Delta,1984,PW,747-200,Sep,1983,North America,2,2,
7812,USA,Northwest-Merged w Delta,,PW,747-400,Oct,1989,North America,0,2,
7813,USA,Northwest-Merged w Delta,,PW,757-200,Oct,1989,North America,0,20,
7814,USA,Northwest-Merged w Delta,1966,PW,707/720,Oct,1965,North America,6,6,
7815,USA,Northwest-Merged w Delta,1972,PW,DC-10,Oct,1968,North America,2,2,
7816,USA,Northwest-Merged w Delta,1973,PW,DC-10,Oct,1968,North America,12,12,
7817,USA,Northwest-Merged w Delta,1975,PW,747-200,Oct,1974,North America,3,3,
7818,USA,Northwest-Merged w Delta,1977,PW,727,Oct,1976,North America,5,5,
